Drobo 5c【3.5吋/Type-C/5Bay】智慧RAID/USB3.1 Gen1 /需註冊兩年【拆封品】,4990
SteelSeries APEX M800 機械式鍵盤/有線/QS1軸/中文/RGB(有維修紀錄),1990
全漢 CMT280 聖使者 顯卡長40/CPU高16.3/SSD*3/ATX【展示機出清 背蓋底部NG】,1100
聯力 ALPHA 330W(白) 顯卡長40/CPU高17/SSD*8/三面玻璃/ATX【全新展示機出清】,2890
LEOPOLD FC980M 機械式鍵盤/有線/青軸/PBT/英文/白色/側刻(全新品出清),2590
登昌恆 VS501【3埠-VGA-DP-HDMI】支援4K/遙控器.面板切換 【全新品出清】,1150
ERATO MUSE 5 真.無線立體聲耳機/3D環繞.IPX5.珍珠白【全新品出清】,1690
華碩 PRIME X299-A(ATX/Ｉ網/12V 8+4p/註四年)【有維修紀錄】,7990
曜越 Smart Pro RGB 650W/銅牌/全模/7年/主線:18AWG(SPR-0650F-R)【展示福利品】,2200
Synology NVR216【2Bay】G-LAN/U2*2/U3*3/HDMI輸出/監控4路 【外觀瑕疵】,9999
DJI OSMO POCKET(黑)(三軸機械增穩雲台/支援4K 60fps/智慧跟隨/軌跡延時)有維修紀錄,10500
華碩 PA329Q(4H1P1MP/5ms/IPS/含喇叭)子母畫面.低藍.不閃【拆封品】,27900
華碩 VC279H(1A1D1H/5ms/AH-IPS/含喇叭)低藍光.不閃屏.超薄邊框【拆封品】,4990
三星 C43J890DKE(1H1P/5ms/VA曲面/120Hz/含喇叭)內建KVM【拆封品】,28500
三星 S32R750UEC(1H1P1MP/4ms/VA/無喇叭) 多段式顯示器.節省空間大利用【拆封品】,14000
三星 C27H580FDE(藍黑/1A1H1P/4ms/VA曲面/無喇叭/FreeSync)廣色域【拆封品】,6490
AOC AGON AG352UCG(1H1P/4ms/VA曲面/100Hz/含喇叭/G-sync/4K)【全新品出清】,19900
ACER ET322QK(2H1P/4ms/VA/含喇叭/FreeSync/HDR)電競螢幕【拆封品】,9590
DELL S2417DG(1H1P/1ms/TN/165Hz/無喇叭/G-sync)旋轉.高低【拆封品】,13900
華碩 MZ279HL(1A2H/5ms/IPS/75Hz/含喇叭/Adaptive-Sync)【拆封品】,5990
三星 C49J890DKE(1A1H/5ms/VA曲面/144Hz/含喇叭)內建KVM切換器【拆封品】,35000
"三星 Samsung 850 PRO 1TB/2.5"" 7mm/讀:540M/寫:520M/十年保*星睿奇 （有維修紀錄）",7888
三星Samsung 860 EVO 1TB/M.2 SATA 讀:550/寫:520/五年保 *星睿奇 （有維修紀錄）,4500
S050439 黑色高容量碳粉匣(8k)/適用AcuLaser M2010D/M2010DN 【全新品】,99
S050440 黑色標準碳粉匣(3.5K)/適用AcuLaser M2010D/M2010DN 【全新品】,99
HP 11X Q6511X 黑色碳粉匣(12K)/適用LJ2400 【全新品】,99
HP 82X C4182X 黑色碳粉匣(20K)/適用320/LJ8100/LJ8100N/LJ8100DN 【全新品】,99
HP 122A Q3962A 黃色碳粉匣/適用CLJ2550/2820/2830/2840 【全新品】,99
HP 122A Q3963A 洋紅色碳粉匣/適用CLJ2550/2820/2830/2840 【全新品】,99
